dateTime,price
"Nov 28, 2016","1,118.99"
"Nov 25, 2016","1,127.69"
"Nov 24, 2016","1,072.84"
"Nov 23, 2016","1,057.10"
"Nov 22, 2016","1,046.63"
"Nov 21, 2016","1,045.60"
"Nov 18, 2016","1,041.78"
"Nov 17, 2016","1,047.71"
"Nov 16, 2016","1,073.40"
"Nov 15, 2016","1,039.92"
"Nov 11, 2016","1,030.04"
"Nov 10, 2016","1,056.66"
